k.Name,Sword,Shield,Buff,Description,d.DamageRate,foo0,foo1,foo2,foo3,foo4,foo5,foo6,foo7
class_433,sword_433,shield_433,buff_433,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_434,sword_434,shield_434,buff_434,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_435,sword_435,shield_435,buff_435,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_436,sword_436,shield_436,buff_436,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_437,sword_437,shield_437,buff_437,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_438,sword_438,shield_438,buff_438,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_439,sword_439,shield_439,buff_439,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_440,sword_440,shield_440,buff_440,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_441,sword_441,shield_441,buff_441,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_442,sword_442,shield_442,buff_442,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_443,sword_443,shield_443,buff_443,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_444,sword_444,shield_444,buff_444,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_445,sword_445,shield_445,buff_445,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_446,sword_446,shield_446,buff_446,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_447,sword_447,shield_447,buff_447,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_448,sword_448,shield_448,buff_448,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_449,sword_449,shield_449,buff_449,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_450,sword_450,shield_450,buff_450,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_451,sword_451,shield_451,buff_451,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_452,sword_452,shield_452,buff_452,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_453,sword_453,shield_453,buff_453,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_454,sword_454,shield_454,buff_454,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_455,sword_455,shield_455,buff_455,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_456,sword_456,shield_456,buff_456,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_457,sword_457,shield_457,buff_457,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_458,sword_458,shield_458,buff_458,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_459,sword_459,shield_459,buff_459,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_460,sword_460,shield_460,buff_460,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_461,sword_461,shield_461,buff_461,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_462,sword_462,shield_462,buff_462,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_463,sword_463,shield_463,buff_463,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_464,sword_464,shield_464,buff_464,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_465,sword_465,shield_465,buff_465,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_466,sword_466,shield_466,buff_466,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_467,sword_467,shield_467,buff_467,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_468,sword_468,shield_468,buff_468,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_469,sword_469,shield_469,buff_469,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_470,sword_470,shield_470,buff_470,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_471,sword_471,shield_471,buff_471,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_472,sword_472,shield_472,buff_472,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_473,sword_473,shield_473,buff_473,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_474,sword_474,shield_474,buff_474,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_475,sword_475,shield_475,buff_475,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_476,sword_476,shield_476,buff_476,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_477,sword_477,shield_477,buff_477,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_478,sword_478,shield_478,buff_478,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_479,sword_479,shield_479,buff_479,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_480,sword_480,shield_480,buff_480,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_481,sword_481,shield_481,buff_481,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_482,sword_482,shield_482,buff_482,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_483,sword_483,shield_483,buff_483,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_484,sword_484,shield_484,buff_484,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_485,sword_485,shield_485,buff_485,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_486,sword_486,shield_486,buff_486,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_487,sword_487,shield_487,buff_487,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_488,sword_488,shield_488,buff_488,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_489,sword_489,shield_489,buff_489,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_490,sword_490,shield_490,buff_490,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_491,sword_491,shield_491,buff_491,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_492,sword_492,shield_492,buff_492,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_493,sword_493,shield_493,buff_493,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_494,sword_494,shield_494,buff_494,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_495,sword_495,shield_495,buff_495,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_496,sword_496,shield_496,buff_496,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_497,sword_497,shield_497,buff_497,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_498,sword_498,shield_498,buff_498,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_499,sword_499,shield_499,buff_499,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_500,sword_500,shield_500,buff_500,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_501,sword_501,shield_501,buff_501,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_502,sword_502,shield_502,buff_502,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_503,sword_503,shield_503,buff_503,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_504,sword_504,shield_504,buff_504,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_505,sword_505,shield_505,buff_505,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_506,sword_506,shield_506,buff_506,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_507,sword_507,shield_507,buff_507,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_508,sword_508,shield_508,buff_508,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_509,sword_509,shield_509,buff_509,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_510,sword_510,shield_510,buff_510,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_511,sword_511,shield_511,buff_511,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_512,sword_512,shield_512,buff_512,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_513,sword_513,shield_513,buff_513,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_514,sword_514,shield_514,buff_514,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_515,sword_515,shield_515,buff_515,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_516,sword_516,shield_516,buff_516,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_517,sword_517,shield_517,buff_517,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_518,sword_518,shield_518,buff_518,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_519,sword_519,shield_519,buff_519,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_520,sword_520,shield_520,buff_520,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_521,sword_521,shield_521,buff_521,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_522,sword_522,shield_522,buff_522,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_523,sword_523,shield_523,buff_523,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_524,sword_524,shield_524,buff_524,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_525,sword_525,shield_525,buff_525,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_526,sword_526,shield_526,buff_526,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_527,sword_527,shield_527,buff_527,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_528,sword_528,shield_528,buff_528,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_529,sword_529,shield_529,buff_529,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_530,sword_530,shield_530,buff_530,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_531,sword_531,shield_531,buff_531,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_532,sword_532,shield_532,buff_532,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_533,sword_533,shield_533,buff_533,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_534,sword_534,shield_534,buff_534,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_535,sword_535,shield_535,buff_535,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_536,sword_536,shield_536,buff_536,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_537,sword_537,shield_537,buff_537,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_538,sword_538,shield_538,buff_538,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_539,sword_539,shield_539,buff_539,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_540,sword_540,shield_540,buff_540,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_541,sword_541,shield_541,buff_541,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_542,sword_542,shield_542,buff_542,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_543,sword_543,shield_543,buff_543,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_544,sword_544,shield_544,buff_544,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_545,sword_545,shield_545,buff_545,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_546,sword_546,shield_546,buff_546,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_547,sword_547,shield_547,buff_547,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_548,sword_548,shield_548,buff_548,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_549,sword_549,shield_549,buff_549,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_550,sword_550,shield_550,buff_550,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_551,sword_551,shield_551,buff_551,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_552,sword_552,shield_552,buff_552,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_553,sword_553,shield_553,buff_553,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_554,sword_554,shield_554,buff_554,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_555,sword_555,shield_555,buff_555,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_556,sword_556,shield_556,buff_556,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_557,sword_557,shield_557,buff_557,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_558,sword_558,shield_558,buff_558,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_559,sword_559,shield_559,buff_559,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_560,sword_560,shield_560,buff_560,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_561,sword_561,shield_561,buff_561,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_562,sword_562,shield_562,buff_562,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_563,sword_563,shield_563,buff_563,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_564,sword_564,shield_564,buff_564,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_565,sword_565,shield_565,buff_565,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_566,sword_566,shield_566,buff_566,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_567,sword_567,shield_567,buff_567,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_568,sword_568,shield_568,buff_568,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_569,sword_569,shield_569,buff_569,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_570,sword_570,shield_570,buff_570,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_571,sword_571,shield_571,buff_571,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_572,sword_572,shield_572,buff_572,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_573,sword_573,shield_573,buff_573,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_574,sword_574,shield_574,buff_574,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_575,sword_575,shield_575,buff_575,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_576,sword_576,shield_576,buff_576,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_577,sword_577,shield_577,buff_577,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_578,sword_578,shield_578,buff_578,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_579,sword_579,shield_579,buff_579,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_580,sword_580,shield_580,buff_580,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_581,sword_581,shield_581,buff_581,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_582,sword_582,shield_582,buff_582,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_583,sword_583,shield_583,buff_583,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_584,sword_584,shield_584,buff_584,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_585,sword_585,shield_585,buff_585,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_586,sword_586,shield_586,buff_586,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_587,sword_587,shield_587,buff_587,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_588,sword_588,shield_588,buff_588,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_589,sword_589,shield_589,buff_589,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_590,sword_590,shield_590,buff_590,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_591,sword_591,shield_591,buff_591,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_592,sword_592,shield_592,buff_592,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_593,sword_593,shield_593,buff_593,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_594,sword_594,shield_594,buff_594,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_595,sword_595,shield_595,buff_595,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_596,sword_596,shield_596,buff_596,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_597,sword_597,shield_597,buff_597,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_598,sword_598,shield_598,buff_598,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_599,sword_599,shield_599,buff_599,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_600,sword_600,shield_600,buff_600,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_601,sword_601,shield_601,buff_601,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_602,sword_602,shield_602,buff_602,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_603,sword_603,shield_603,buff_603,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_604,sword_604,shield_604,buff_604,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_605,sword_605,shield_605,buff_605,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_606,sword_606,shield_606,buff_606,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_607,sword_607,shield_607,buff_607,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_608,sword_608,shield_608,buff_608,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_609,sword_609,shield_609,buff_609,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_610,sword_610,shield_610,buff_610,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_611,sword_611,shield_611,buff_611,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_612,sword_612,shield_612,buff_612,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_613,sword_613,shield_613,buff_613,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_614,sword_614,shield_614,buff_614,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_615,sword_615,shield_615,buff_615,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_616,sword_616,shield_616,buff_616,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_617,sword_617,shield_617,buff_617,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_618,sword_618,shield_618,buff_618,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_619,sword_619,shield_619,buff_619,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_620,sword_620,shield_620,buff_620,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_621,sword_621,shield_621,buff_621,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_622,sword_622,shield_622,buff_622,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_623,sword_623,shield_623,buff_623,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_624,sword_624,shield_624,buff_624,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_625,sword_625,shield_625,buff_625,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_626,sword_626,shield_626,buff_626,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_627,sword_627,shield_627,buff_627,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_628,sword_628,shield_628,buff_628,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_629,sword_629,shield_629,buff_629,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_630,sword_630,shield_630,buff_630,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_631,sword_631,shield_631,buff_631,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_632,sword_632,shield_632,buff_632,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_633,sword_633,shield_633,buff_633,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_634,sword_634,shield_634,buff_634,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_635,sword_635,shield_635,buff_635,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_636,sword_636,shield_636,buff_636,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_637,sword_637,shield_637,buff_637,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_638,sword_638,shield_638,buff_638,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_639,sword_639,shield_639,buff_639,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_640,sword_640,shield_640,buff_640,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_641,sword_641,shield_641,buff_641,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_642,sword_642,shield_642,buff_642,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_643,sword_643,shield_643,buff_643,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_644,sword_644,shield_644,buff_644,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_645,sword_645,shield_645,buff_645,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_646,sword_646,shield_646,buff_646,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_647,sword_647,shield_647,buff_647,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_648,sword_648,shield_648,buff_648,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_649,sword_649,shield_649,buff_649,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
